First Name,Last Name,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,GameID,Link,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Season,Total Yards,Total TDs,Year,PlayerID,NameConcat,First Year,Last Year,Opponent,Score,Fantasy,Team Fantasy
Ervin,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,14.0,1.0,9.0,3.5,0.0,0.0,0.0,0.0,texas_arkansas_10_15_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-ark.htm,1983-10-15,arkansas,texas,3.0,31.0,Win,1983,14.0,1.0,1983,003931,ErvinDavis,1980,1983,arkansas,Win 3-31,7.4,7.4
Rob,Moerschell,6.0,15.0,0.0,216.0,2.0,56.0,0.0,5.0,28.0,0.0,28.0,0.0,8.0,5.6,0.0,0.0,0.0,0.0,texas_arkansas_10_15_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-ark.htm,1983-10-15,arkansas,texas,3.0,31.0,Win,1983,244.0,2.0,1983,004038,RobMoerschell,1981,1984,arkansas,Win 3-31,23.44,23.44
Ervin,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,21.0,0.0,7.0,3.5,0.0,0.0,0.0,0.0,texas_smu_10_22_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-smu.htm,1983-10-22,smu,texas,12.0,15.0,Win,1983,21.0,0.0,1983,003931,ErvinDavis,1980,1983,smu,Win 12-15,2.1,2.1
Ronnie,Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,17.0,0.0,6.0,4.2,0.0,0.0,0.0,0.0,texas_smu_10_22_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-smu.htm,1983-10-22,smu,texas,12.0,15.0,Win,1983,17.0,0.0,1983,004043,RonnieRobinson,1981,1984,smu,Win 12-15,1.7000000000000002,1.7000000000000002
Terry,Orr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,28.0,0.0,13.0,5.6,2.0,18.0,0.0,10.0,texas_smu_10_22_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-smu.htm,1983-10-22,smu,texas,12.0,15.0,Win,1983,46.0,0.0,1983,003917,TerryOrr,1980,1984,smu,Win 12-15,5.6000000000000005,3.8000000000000003
Mike,Luck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,85.0,0.0,85.0,0.0,14.0,5.0,1.0,27.0,0.0,27.0,texas_smu_10_22_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-smu.htm,1983-10-22,smu,texas,12.0,15.0,Win,1983,112.0,0.0,1983,003997,MikeLuck,1980,1983,smu,Win 12-15,11.7,9.0
John,Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,11.0,89.0,0.0,15.0,4.0,1.0,18.0,0.0,18.0,texas_smu_10_22_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-smu.htm,1983-10-22,smu,texas,12.0,15.0,Win,1983,107.0,0.0,1983,003923,JohnWalker,1980,1983,smu,Win 12-15,11.200000000000001,9.4
,Game,9.0,25.0,2.0,107.0,1.0,7.0,4.0,66.0,261.0,65.0,196.0,0.0,15.0,3.0,9.0,107.0,1.0,27.0,texas_smu_10_22_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-smu.htm,1983-10-22,smu,texas,12.0,15.0,Win,1983,410.0,2.0,1983,000000,Game,,,smu,Win 12-15,47.080000000000005,30.380000000000003
Brent,Duhon,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,12.0,texas_smu_10_22_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-smu.htm,1983-10-22,smu,texas,12.0,15.0,Win,1983,22.0,0.0,1983,004045,BrentDuhon,1981,1984,smu,Win 12-15,3.2600000000000002,0.96
Rick,McIvor,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_smu_10_22_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-smu.htm,1983-10-22,smu,texas,12.0,15.0,Win,1983,0.0,0.0,1983,003834,RickMcIvor,1979,1983,smu,Win 12-15,0.0,0.0
Todd,Dodge,1.0,3.0,0.0,7.0,1.0,7.0,0.0,3.0,0.0,13.0,-13.0,0.0,0.0,-4.3,0.0,0.0,0.0,0.0,texas_smu_10_22_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-smu.htm,1983-10-22,smu,texas,12.0,15.0,Win,1983,-6.0,1.0,1983,004037,ToddDodge,1981,1985,smu,Win 12-15,4.98,4.98
Rob,Moerschell,7.0,20.0,2.0,101.0,0.0,0.0,4.0,9.0,10.0,41.0,-31.0,0.0,5.0,-3.4,1.0,-1.0,0.0,0.0,texas_smu_10_22_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-smu.htm,1983-10-22,smu,texas,12.0,15.0,Win,1983,69.0,0.0,1983,004038,RobMoerschell,1981,1984,smu,Win 12-15,-2.66,-2.56
Billy Boy,Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,1.0,15.0,texas_smu_10_22_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-smu.htm,1983-10-22,smu,texas,12.0,15.0,Win,1983,22.0,1.0,1983,004312,Billy BoyBryant,1983,1983,smu,Win 12-15,9.2,1.0
Todd,Dodge,6.0,10.0,0.0,118.0,0.0,34.0,1.0,3.0,12.0,4.0,8.0,1.0,12.0,2.7,0.0,0.0,0.0,0.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,126.0,1.0,1983,004037,ToddDodge,1981,1985,texas tech,Win 20-3,11.52,11.52
Rob,Moerschell,2.0,7.0,1.0,17.0,0.0,14.0,1.0,5.0,25.0,1.0,24.0,0.0,11.0,4.8,0.0,0.0,0.0,0.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,41.0,0.0,1983,004038,RobMoerschell,1981,1984,texas tech,Win 20-3,1.0800000000000005,1.0800000000000005
Rick,McIvor,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,-3.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,-3.0,0.0,1983,003834,RickMcIvor,1979,1983,texas tech,Win 20-3,-0.30000000000000004,-0.30000000000000004
,Game,8.0,17.0,1.0,135.0,0.0,34.0,3.0,54.0,298.0,19.0,279.0,2.0,32.0,5.2,8.0,135.0,0.0,34.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,549.0,2.0,1983,000000,Game,,,texas tech,Win 20-3,60.800000000000004,47.300000000000004
Anthony,Bylery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,38.0,2.0,36.0,0.0,18.0,7.2,0.0,0.0,0.0,0.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,36.0,0.0,1983,004323,AnthonyBylery,1983,1983,texas tech,Win 20-3,3.6,3.6
Ronnie,Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,56.0,0.0,56.0,0.0,26.0,8.0,0.0,0.0,0.0,0.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,56.0,0.0,1983,004043,RonnieRobinson,1981,1984,texas tech,Win 20-3,5.6000000000000005,5.6000000000000005
Ervin,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,16.0,0.0,7.0,5.3,0.0,0.0,0.0,0.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,16.0,0.0,1983,003931,ErvinDavis,1980,1983,texas tech,Win 20-3,1.6,1.6
John,Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,5.0,26.0,1.0,12.0,2.9,1.0,3.0,0.0,3.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,29.0,1.0,1983,003923,JohnWalker,1980,1983,texas tech,Win 20-3,9.4,9.1
Bobby,Micho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,12.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,12.0,0.0,1983,003964,BobbyMicho,1980,1983,texas tech,Win 20-3,1.7000000000000002,0.5
Mike,Luck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,120.0,4.0,116.0,0.0,32.0,5.5,1.0,7.0,0.0,7.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,123.0,0.0,1983,003997,MikeLuck,1980,1983,texas tech,Win 20-3,12.8,12.100000000000001
Billy Boy,Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,24.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,38.0,0.0,1983,004312,Billy BoyBryant,1983,1983,texas tech,Win 20-3,4.800000000000001,1.0
Kelvin,Epps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,0.0,34.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,44.0,0.0,1983,004319,KelvinEpps,1983,1984,texas tech,Win 20-3,5.4,1.0
Brent,Duhon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,31.0,texastech_texas_10_29_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tech.htm,1983-10-29,texas,texas tech,20.0,3.0,Win,1983,31.0,0.0,1983,004045,BrentDuhon,1981,1984,texas tech,Win 20-3,3.6,0.5
Bobby,Micho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,15.0,texas_houston_11_5_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-hou.htm,1983-11-05,houston,texas,3.0,9.0,Win,1983,15.0,0.0,1983,003964,BobbyMicho,1980,1983,houston,Win 3-9,2.0,0.5
Kelvin,Epps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,-14.0,0.0,0.0,-14.0,0.0,0.0,0.0,0.0,texas_houston_11_5_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-hou.htm,1983-11-05,houston,texas,3.0,9.0,Win,1983,-14.0,0.0,1983,004319,KelvinEpps,1983,1984,houston,Win 3-9,-1.4000000000000001,-1.4000000000000001
Ervin,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,-2.0,0.0,1.0,-0.7,0.0,0.0,0.0,0.0,texas_houston_11_5_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-hou.htm,1983-11-05,houston,texas,3.0,9.0,Win,1983,-2.0,0.0,1983,003931,ErvinDavis,1980,1983,houston,Win 3-9,-0.2,-0.2
Ronnie,Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,10.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,texas_houston_11_5_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-hou.htm,1983-11-05,houston,texas,3.0,9.0,Win,1983,10.0,0.0,1983,004043,RonnieRobinson,1981,1984,houston,Win 3-9,1.0,1.0
Mike,Luck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,34.0,8.0,26.0,0.0,11.0,1.7,0.0,0.0,0.0,0.0,texas_houston_11_5_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-hou.htm,1983-11-05,houston,texas,3.0,9.0,Win,1983,26.0,0.0,1983,003997,MikeLuck,1980,1983,houston,Win 3-9,2.6,2.6
Anthony,Bylery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,3.0,31.0,0.0,9.0,3.1,1.0,4.0,0.0,4.0,texas_houston_11_5_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-hou.htm,1983-11-05,houston,texas,3.0,9.0,Win,1983,35.0,0.0,1983,004323,AnthonyBylery,1983,1983,houston,Win 3-9,4.0,3.6
Terry,Orr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,0.0,32.0,0.0,5.0,3.2,0.0,0.0,0.0,0.0,texas_houston_11_5_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-hou.htm,1983-11-05,houston,texas,3.0,9.0,Win,1983,32.0,0.0,1983,003917,TerryOrr,1980,1984,houston,Win 3-9,3.2,3.2
,Game,2.0,7.0,3.0,19.0,0.0,15.0,2.0,51.0,125.0,46.0,79.0,0.0,11.0,1.5,2.0,19.0,0.0,15.0,texas_houston_11_5_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-hou.htm,1983-11-05,houston,texas,3.0,9.0,Win,1983,117.0,0.0,1983,000000,Game,,,houston,Win 3-9,5.5600000000000005,3.66
Todd,Dodge,2.0,7.0,3.0,19.0,0.0,15.0,2.0,4.0,11.0,16.0,-5.0,0.0,11.0,-1.2,0.0,0.0,0.0,0.0,texas_houston_11_5_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-hou.htm,1983-11-05,houston,texas,3.0,9.0,Win,1983,14.0,0.0,1983,004037,ToddDodge,1981,1985,houston,Win 3-9,-5.74,-5.74
John,Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,texas_houston_11_5_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-hou.htm,1983-11-05,houston,texas,3.0,9.0,Win,1983,1.0,0.0,1983,003923,JohnWalker,1980,1983,houston,Win 3-9,0.1,0.1
,Game,3.0,15.0,3.0,49.0,0.0,19.0,3.0,58.0,252.0,37.0,215.0,2.0,40.0,3.7,3.0,49.0,0.0,19.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,313.0,2.0,1983,000000,Game,,,tcu,Win 20-14,35.86,30.96
Kelvin,Epps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,-5.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,-5.0,0.0,1983,004319,KelvinEpps,1983,1984,tcu,Win 20-14,-0.5,-0.5
Don,Holloway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,6.0,0.0,1983,004048,DonHolloway,1981,1983,tcu,Win 20-14,0.6000000000000001,0.6000000000000001
Ervin,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,7.0,0.0,5.0,3.5,0.0,0.0,0.0,0.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,7.0,0.0,1983,003931,ErvinDavis,1980,1983,tcu,Win 20-14,0.7000000000000001,0.7000000000000001
Anthony,Bylery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,43.0,5.0,38.0,0.0,9.0,3.5,1.0,19.0,0.0,19.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,57.0,0.0,1983,004323,AnthonyBylery,1983,1983,tcu,Win 20-14,6.200000000000001,4.300000000000001
Terry,Orr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,38.0,0.0,38.0,0.0,12.0,4.8,1.0,17.0,0.0,17.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,55.0,0.0,1983,003917,TerryOrr,1980,1984,tcu,Win 20-14,6.000000000000001,4.300000000000001
Ronnie,Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,0.0,50.0,1.0,40.0,10.0,0.0,0.0,0.0,0.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,50.0,1.0,1983,004043,RonnieRobinson,1981,1984,tcu,Win 20-14,11.0,11.0
Michael,Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,58.0,0.0,58.0,1.0,9.0,3.4,0.0,0.0,0.0,0.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,58.0,1.0,1983,003933,MichaelBrown,1980,1984,tcu,Win 20-14,11.8,11.8
Rick,McIvor,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,0.0,0.0,1983,003834,RickMcIvor,1979,1983,tcu,Win 20-14,-2.0,-2.0
Todd,Dodge,2.0,6.0,1.0,32.0,0.0,19.0,1.0,1.0,0.0,8.0,-8.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,24.0,0.0,1983,004037,ToddDodge,1981,1985,tcu,Win 20-14,-1.52,-1.52
Rob,Moerschell,1.0,8.0,1.0,17.0,0.0,17.0,2.0,11.0,50.0,19.0,31.0,0.0,16.0,2.8,0.0,0.0,0.0,0.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,48.0,0.0,1983,004038,RobMoerschell,1981,1984,tcu,Win 20-14,1.7800000000000002,1.7800000000000002
Bobby,Micho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,tcu_texas_11_12_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-tcu.htm,1983-11-12,texas,tcu,20.0,14.0,Win,1983,13.0,0.0,1983,003964,BobbyMicho,1980,1983,tcu,Win 20-14,1.8,0.5
Rob,Moerschell,4.0,8.0,0.0,88.0,1.0,47.0,0.0,10.0,30.0,0.0,30.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,baylor_texas_11_19_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-bu.htm,1983-11-19,texas,baylor,24.0,21.0,Win,1983,118.0,2.0,1983,004038,RobMoerschell,1981,1984,baylor,Win 24-21,18.52,18.52
,Game,4.0,8.0,0.0,88.0,1.0,47.0,0.0,42.0,213.0,6.0,207.0,2.0,65.0,4.9,4.0,88.0,1.0,47.0,baylor_texas_11_19_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-bu.htm,1983-11-19,texas,baylor,24.0,21.0,Win,1983,383.0,4.0,1983,000000,Game,,,baylor,Win 24-21,59.019999999999996,44.22
Ronnie,Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,126.0,6.0,120.0,1.0,65.0,6.3,1.0,47.0,0.0,47.0,baylor_texas_11_19_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-bu.htm,1983-11-19,texas,baylor,24.0,21.0,Win,1983,167.0,1.0,1983,004043,RonnieRobinson,1981,1984,baylor,Win 24-21,23.2,18.5
Terry,Orr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,48.0,0.0,48.0,0.0,17.0,4.8,0.0,0.0,0.0,0.0,baylor_texas_11_19_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-bu.htm,1983-11-19,texas,baylor,24.0,21.0,Win,1983,48.0,0.0,1983,003917,TerryOrr,1980,1984,baylor,Win 24-21,4.800000000000001,4.800000000000001
Bobby,Micho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,23.0,baylor_texas_11_19_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-bu.htm,1983-11-19,texas,baylor,24.0,21.0,Win,1983,23.0,0.0,1983,003964,BobbyMicho,1980,1983,baylor,Win 24-21,2.8000000000000003,0.5
Don,Holloway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,baylor_texas_11_19_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-bu.htm,1983-11-19,texas,baylor,24.0,21.0,Win,1983,2.0,0.0,1983,004048,DonHolloway,1981,1983,baylor,Win 24-21,0.2,0.2
Billy Boy,Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,12.0,baylor_texas_11_19_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-bu.htm,1983-11-19,texas,baylor,24.0,21.0,Win,1983,12.0,0.0,1983,004312,Billy BoyBryant,1983,1983,baylor,Win 24-21,1.7000000000000002,0.5
Mike,Champan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,baylor_texas_11_19_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-bu.htm,1983-11-19,texas,baylor,24.0,21.0,Win,1983,6.0,1.0,1983,004339,MikeChampan,1983,1983,baylor,Win 24-21,7.1,0.5
John,Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,7.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,baylor_texas_11_19_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-bu.htm,1983-11-19,texas,baylor,24.0,21.0,Win,1983,7.0,0.0,1983,003923,JohnWalker,1980,1983,baylor,Win 24-21,0.7000000000000001,0.7000000000000001
Don,Holloway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,0.0,25.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,texas_texasa&m_11_26_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-a&m.htm,1983-11-26,texas am,texas,13.0,45.0,Win,1983,25.0,0.0,1983,004048,DonHolloway,1981,1983,texas am,Win 13-45,2.5,2.5
Rick,McIvor,8.0,12.0,0.0,170.0,4.0,60.0,1.0,2.0,10.0,3.0,7.0,0.0,10.0,3.5,0.0,0.0,0.0,0.0,texas_texasa&m_11_26_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-a&m.htm,1983-11-26,texas am,texas,13.0,45.0,Win,1983,177.0,4.0,1983,003834,RickMcIvor,1979,1983,texas am,Win 13-45,31.5,31.5
Rob,Moerschell,3.0,9.0,2.0,47.0,0.0,21.0,1.0,7.0,19.0,13.0,6.0,0.0,5.0,0.9,0.0,0.0,0.0,0.0,texas_texasa&m_11_26_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-a&m.htm,1983-11-26,texas am,texas,13.0,45.0,Win,1983,53.0,0.0,1983,004038,RobMoerschell,1981,1984,texas am,Win 13-45,-1.52,-1.52
,Game,12.0,22.0,2.0,258.0,5.0,60.0,2.0,51.0,208.0,21.0,187.0,1.0,30.0,3.7,12.0,258.0,5.0,60.0,texas_texasa&m_11_26_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-a&m.htm,1983-11-26,texas am,texas,13.0,45.0,Win,1983,703.0,11.0,1983,000000,Game,,,texas am,Win 13-45,122.82,67.02
Ronnie,Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,85.0,2.0,83.0,0.0,30.0,5.5,1.0,16.0,0.0,16.0,texas_texasa&m_11_26_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-a&m.htm,1983-11-26,texas am,texas,13.0,45.0,Win,1983,99.0,0.0,1983,004043,RonnieRobinson,1981,1984,texas am,Win 13-45,10.4,8.8
Terry,Orr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,0.0,25.0,0.0,9.0,3.1,1.0,10.0,0.0,10.0,texas_texasa&m_11_26_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-a&m.htm,1983-11-26,texas am,texas,13.0,45.0,Win,1983,35.0,0.0,1983,003917,TerryOrr,1980,1984,texas am,Win 13-45,4.0,3.0
Billy Boy,Bryant,1.0,1.0,0.0,41.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,1.0,15.0,texas_texasa&m_11_26_1983,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/83/ut-a&m.htm,1983-11-26,texas am,texas,13.0,45.0,Win,1983,68.0,2.0,1983,004312,Billy BoyBryant,1983,1983,texas am,Win 13-45,17.34,8.64
