Player,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,GameID,Link,Date,Home Team,Away Team,Home Score,Away Score,Texas Result
TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,-10.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,newmexico_texas_9_17_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-nm.htm,1988-09-17,texas,new mexico,47.0,0.0,Win
"Jones, Tony",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0,17.0,newmexico_texas_9_17_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-nm.htm,1988-09-17,texas,new mexico,47.0,0.0,Win
"Battle, Jorrick",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,14.0,newmexico_texas_9_17_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-nm.htm,1988-09-17,texas,new mexico,47.0,0.0,Win
"Walker, Johnny",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,24.0,newmexico_texas_9_17_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-nm.htm,1988-09-17,texas,new mexico,47.0,0.0,Win
"Nelson, Kevin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,9.0,newmexico_texas_9_17_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-nm.htm,1988-09-17,texas,new mexico,47.0,0.0,Win
"Kelley, Shannon",11.0,32.0,2.0,137.0,0.0,38.0,2.0,7.0,-8.0,0.0,-8.0,0.0,5.0,-1.1,0.0,0.0,0.0,0.0,texas_brighamyoung_9_8_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-byu.htm,1988-09-08,brigham young,texas,47.0,6.0,Loss
"Murdock, Mark",2.0,10.0,2.0,30.0,0.0,15.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,texas_brighamyoung_9_8_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-byu.htm,1988-09-08,brigham young,texas,47.0,6.0,Loss
Total,13.0,42.0,4.0,167.0,0.0,38.0,2.0,39.0,130.0,16.0,114.0,0.0,14.0,2.9,13.0,167.0,0.0,38.0,texas_brighamyoung_9_8_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-byu.htm,1988-09-08,brigham young,texas,47.0,6.0,Loss
"Norris, Darron",0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,48.0,2.0,46.0,0.0,12.0,3.3,1.0,14.0,0.0,14.0,texas_brighamyoung_9_8_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-byu.htm,1988-09-08,brigham young,texas,47.0,6.0,Loss
"Wilson, Patrick",0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,49.0,12.0,37.0,0.0,11.0,3.7,1.0,4.0,0.0,4.0,texas_brighamyoung_9_8_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-byu.htm,1988-09-08,brigham young,texas,47.0,6.0,Loss
"Williams, Eric",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,16.0,0.0,6.0,5.3,1.0,5.0,0.0,5.0,texas_brighamyoung_9_8_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-byu.htm,1988-09-08,brigham young,texas,47.0,6.0,Loss
"Cockrell, Deon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,texas_brighamyoung_9_8_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-byu.htm,1988-09-08,brigham young,texas,47.0,6.0,Loss
"Samuels, Chris",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,6.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,texas_brighamyoung_9_8_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-byu.htm,1988-09-08,brigham young,texas,47.0,6.0,Loss
"Jones, Tony",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,107.0,0.0,38.0,texas_brighamyoung_9_8_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-byu.htm,1988-09-08,brigham young,texas,47.0,6.0,Loss
"Walker, Johnny",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,17.0,texas_brighamyoung_9_8_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-byu.htm,1988-09-08,brigham young,texas,47.0,6.0,Loss
"Cash, Kerry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,11.0,texas_brighamyoung_9_8_1988,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/88/ut-byu.htm,1988-09-08,brigham young,texas,47.0,6.0,Loss
"Forbes, Donovan",7.0,21.0,3.0,83.0,0.0,26.0,4.0,5.0,0.0,31.0,-31.0,0.0,0.0,-6.2,0.0,0.0,0.0,0.0,texas_texasa&m_12_2_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tamu.htm,1989-12-02,texas a&m,texas,21.0,10.0,Loss
"Gardere, Peter",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,texas_texasa&m_12_2_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tamu.htm,1989-12-02,texas a&m,texas,21.0,10.0,Loss
Total,7.0,21.0,3.0,83.0,0.0,26.0,5.0,43.0,182.0,40.0,142.0,1.0,74.0,3.3,7.0,83.0,0.0,26.0,texas_texasa&m_12_2_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tamu.htm,1989-12-02,texas a&m,texas,21.0,10.0,Loss
"Tubbs, Winfred",0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,153.0,6.0,147.0,0.0,74.0,5.1,0.0,0.0,0.0,0.0,texas_texasa&m_12_2_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tamu.htm,1989-12-02,texas a&m,texas,21.0,10.0,Loss
"Samuels, Chris",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,15.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,texas_texasa&m_12_2_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tamu.htm,1989-12-02,texas a&m,texas,21.0,10.0,Loss
"Walker, Adrian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,2.0,10.0,0.0,9.0,2.5,0.0,0.0,0.0,0.0,texas_texasa&m_12_2_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tamu.htm,1989-12-02,texas a&m,texas,21.0,10.0,Loss
"Cash, Kerry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,6.0,0.0,6.0,texas_texasa&m_12_2_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tamu.htm,1989-12-02,texas a&m,texas,21.0,10.0,Loss
"Walker, Johnny",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0,19.0,texas_texasa&m_12_2_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tamu.htm,1989-12-02,texas a&m,texas,21.0,10.0,Loss
"Jones, Tony",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,0.0,26.0,texas_texasa&m_12_2_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tamu.htm,1989-12-02,texas a&m,texas,21.0,10.0,Loss
"Cash, Keith",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,11.0,texas_texasa&m_12_2_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tamu.htm,1989-12-02,texas a&m,texas,21.0,10.0,Loss
"Forbes, Donovan",7.0,11.0,2.0,86.0,0.0,18.0,1.0,4.0,24.0,1.0,23.0,0.0,17.0,5.8,0.0,0.0,0.0,0.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
"Gardere, Peter",2.0,8.0,2.0,17.0,0.0,9.0,6.0,8.0,13.0,46.0,-33.0,0.0,13.0,-4.1,0.0,0.0,0.0,0.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
Total,9.0,19.0,4.0,103.0,0.0,18.0,7.0,52.0,168.0,63.0,105.0,1.0,17.0,2.0,9.0,103.0,0.0,18.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
"Walker, Adrian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,75.0,10.0,65.0,1.0,13.0,2.5,0.0,0.0,0.0,0.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
"Foreman, Lemel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,30.0,1.0,29.0,0.0,11.0,4.1,0.0,0.0,0.0,0.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
"Smith, Bubba",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,11.0,0.0,9.0,5.5,0.0,0.0,0.0,0.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
"Jones, Tony",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,6.0,1.0,15.0,0.0,15.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
"Samuels, Chris",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,3.0,0.0,8.0,1.0,2.0,15.0,0.0,9.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
"Eaddy, Andre",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
"Cash, Kerry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0,0.0,18.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
"Walker, Johnny",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,9.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
"Govan, Curtis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,baylor_texas_11_25_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-bu.htm,1989-11-25,texas,baylor,7.0,50.0,Loss
"Gardere, Peter",9.0,16.0,1.0,108.0,0.0,21.0,2.0,3.0,11.0,19.0,-8.0,0.0,11.0,-2.7,0.0,0.0,0.0,0.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Forbes, Donovan",8.0,9.0,0.0,117.0,1.0,36.0,1.0,3.0,1.0,10.0,-9.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Murdock, Mark",2.0,6.0,0.0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Burleson, Jason",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
Total,19.0,32.0,1.0,241.0,1.0,36.0,3.0,42.0,251.0,36.0,215.0,3.0,43.0,5.1,18.0,237.0,1.0,36.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Walker, Adrian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,172.0,5.0,167.0,2.0,43.0,5.6,1.0,21.0,0.0,21.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Samuels, Chris",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,2.0,47.0,1.0,22.0,9.4,2.0,19.0,0.0,13.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Tubbs, Winfred",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Cash, Kerry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,71.0,1.0,36.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Jones, Tony",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,15.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Walker, Johnny",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,10.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Duke, Darrick",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,0.0,21.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Cash, Keith",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,16.0,texaschristianuniv_texas_11_18_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-tcu.htm,1989-11-18,texas,texas christian univ,31.0,17.0,Win
"Gardere, Peter",14.0,27.0,2.0,247.0,0.0,52.0,6.0,10.0,11.0,46.0,-35.0,0.0,7.0,-3.5,0.0,0.0,0.0,0.0,texas_houston_11_11_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-uh.htm,1989-11-11,houston,texas,47.0,9.0,Loss
"Forbes, Donovan",0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_houston_11_11_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-uh.htm,1989-11-11,houston,texas,47.0,9.0,Loss
Total,14.0,29.0,2.0,247.0,0.0,52.0,7.0,50.0,152.0,61.0,91.0,0.0,15.0,1.8,14.0,247.0,0.0,52.0,texas_houston_11_11_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-uh.htm,1989-11-11,houston,texas,47.0,9.0,Loss
"Walker, Adrian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,103.0,4.0,99.0,0.0,15.0,3.7,0.0,0.0,0.0,0.0,texas_houston_11_11_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-uh.htm,1989-11-11,houston,texas,47.0,9.0,Loss
"Foreman, Lemel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,1.0,27.0,0.0,6.0,2.2,0.0,0.0,0.0,0.0,texas_houston_11_11_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-uh.htm,1989-11-11,houston,texas,47.0,9.0,Loss
"Walker, Johnny",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,83.0,0.0,31.0,texas_houston_11_11_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-uh.htm,1989-11-11,houston,texas,47.0,9.0,Loss
"Cash, Kerry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,59.0,0.0,25.0,texas_houston_11_11_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-uh.htm,1989-11-11,houston,texas,47.0,9.0,Loss
"Duke, Darrick",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,0.0,52.0,texas_houston_11_11_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-uh.htm,1989-11-11,houston,texas,47.0,9.0,Loss
"Cash, Keith",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,19.0,texas_houston_11_11_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-uh.htm,1989-11-11,houston,texas,47.0,9.0,Loss
"Samuels, Chris",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,texas_houston_11_11_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-uh.htm,1989-11-11,houston,texas,47.0,9.0,Loss
"Gardere, Peter",17.0,31.0,4.0,283.0,0.0,41.0,3.0,8.0,26.0,15.0,11.0,1.0,12.0,1.4,0.0,0.0,0.0,0.0,texastech_texas_11_4_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ttu-ut.htm,1989-11-04,texas,texas tech,17.0,24.0,Loss
Total,17.0,31.0,4.0,283.0,0.0,41.0,3.0,41.0,118.0,30.0,88.0,2.0,12.0,2.1,17.0,283.0,0.0,41.0,texastech_texas_11_4_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ttu-ut.htm,1989-11-04,texas,texas tech,17.0,24.0,Loss
"Walker, Adrian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,53.0,9.0,44.0,1.0,8.0,2.8,0.0,0.0,0.0,0.0,texastech_texas_11_4_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ttu-ut.htm,1989-11-04,texas,texas tech,17.0,24.0,Loss
"Samuels, Chris",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,32.0,1.0,31.0,0.0,12.0,3.4,2.0,29.0,0.0,22.0,texastech_texas_11_4_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ttu-ut.htm,1989-11-04,texas,texas tech,17.0,24.0,Loss
"Foreman, Lemel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,4.0,3.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,texastech_texas_11_4_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ttu-ut.htm,1989-11-04,texas,texas tech,17.0,24.0,Loss
"Burleson, Jason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,12.0,texastech_texas_11_4_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ttu-ut.htm,1989-11-04,texas,texas tech,17.0,24.0,Loss
"Tubbs, Winfred",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texastech_texas_11_4_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ttu-ut.htm,1989-11-04,texas,texas tech,17.0,24.0,Loss
"Jones, Tony",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,2.0,48.0,0.0,41.0,texastech_texas_11_4_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ttu-ut.htm,1989-11-04,texas,texas tech,17.0,24.0,Loss
"Walker, Johnny",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,142.0,0.0,27.0,texastech_texas_11_4_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ttu-ut.htm,1989-11-04,texas,texas tech,17.0,24.0,Loss
"Govan, Curtis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,23.0,texastech_texas_11_4_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ttu-ut.htm,1989-11-04,texas,texas tech,17.0,24.0,Loss
"Cash, Kerry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,17.0,texastech_texas_11_4_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ttu-ut.htm,1989-11-04,texas,texas tech,17.0,24.0,Loss
"Gardere, Peter",16.0,20.0,0.0,247.0,1.0,61.0,2.0,8.0,15.0,28.0,-13.0,0.0,13.0,-1.6,0.0,0.0,0.0,0.0,texas_arkansas_10_21_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-ua.htm,1989-10-21,arkansas,texas,20.0,24.0,Win
Total,16.0,20.0,0.0,247.0,1.0,61.0,2.0,49.0,175.0,48.0,127.0,1.0,25.0,2.6,16.0,247.0,1.0,61.0,texas_arkansas_10_21_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-ua.htm,1989-10-21,arkansas,texas,20.0,24.0,Win
"Samuels, Chris",0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,56.0,1.0,55.0,0.0,16.0,4.6,1.0,6.0,0.0,6.0,texas_arkansas_10_21_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-ua.htm,1989-10-21,arkansas,texas,20.0,24.0,Win
"Walker, Adrian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,52.0,6.0,46.0,0.0,8.0,2.7,0.0,0.0,0.0,0.0,texas_arkansas_10_21_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-ua.htm,1989-10-21,arkansas,texas,20.0,24.0,Win
"Foreman, Lemel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,2.0,29.0,0.0,25.0,5.8,0.0,0.0,0.0,0.0,texas_arkansas_10_21_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-ua.htm,1989-10-21,arkansas,texas,20.0,24.0,Win
"Burleson, Jason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,texas_arkansas_10_21_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-ua.htm,1989-10-21,arkansas,texas,20.0,24.0,Win
"Tubbs, Winfred",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,texas_arkansas_10_21_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-ua.htm,1989-10-21,arkansas,texas,20.0,24.0,Win
"Cash, Kerry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,46.0,0.0,16.0,texas_arkansas_10_21_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-ua.htm,1989-10-21,arkansas,texas,20.0,24.0,Win
"Jones, Tony",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,11.0,0.0,0.0,11.0,0.0,4.0,114.0,1.0,61.0,texas_arkansas_10_21_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-ua.htm,1989-10-21,arkansas,texas,20.0,24.0,Win
"Walker, Johnny",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,81.0,0.0,18.0,texas_arkansas_10_21_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-ua.htm,1989-10-21,arkansas,texas,20.0,24.0,Win
"Gardere, Peter",15.0,23.0,1.0,144.0,2.0,25.0,7.0,14.0,47.0,63.0,-16.0,0.0,18.0,-1.1,0.0,0.0,0.0,0.0,oklahoma_texas_10_14_1989,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/89/ut-ou.htm,1989-10-14,texas,oklahoma,28.0,24.0,Win
